sample_id,dimension,metric,metric_score,metric_value,overall_error_rule_minus_teacher
sleep,layout,spacing_rhythm,43.38,0.464,-5.29
sleep,layout,density,100.0,0.8186,-5.29
sleep,layout,overlap,100.0,0.0,-5.29
sleep,layout,overflow,100.0,0.0,-5.29
sleep,visual,color_harmony,55.97,"{""avg_lab_distance"": 111.56, ""color_count"": 6}",-5.29
sleep,visual,contrast,52.7,3.608,-5.29
sleep,visual,visual_focus,99.5,0.4239,-5.29
sleep,visual,visual_balance,85.25,0.1582,-5.29
sleep,visual,text_image_ratio,37.2,1.0,-5.29
sleep,visual,reading_flow,88.7,"{""backtracks"": 0, ""path_norm"": 0.6278}",-5.29
sleep,visual,hierarchy,72.95,0.1094,-5.29
status,consistency,alignment,50.0,0.5,4.01
status,consistency,typography_rhythm,82.26,4,4.01
status,consistency,grid,50.0,0.5,4.01
status,consistency,style_simplicity,88.25,5,4.01
status,information,coverage,100.0,1.0,4.01
status,information,truncation,100.0,0.0,4.01
status,information,duplicate,100.0,0.0,4.01
status,layout,whitespace,100.0,0.1587,4.01
status,layout,margin_consistency,35.57,0.5168,4.01
status,layout,spacing_rhythm,50.92,0.375,4.01
status,layout,density,100.0,0.8413,4.01
status,layout,overlap,100.0,0.0,4.01
status,layout,overflow,100.0,0.0,4.01
status,visual,color_harmony,82.75,"{""avg_lab_distance"": 94.99, ""color_count"": 5}",4.01
status,visual,contrast,7.73,1.02,4.01
status,visual,visual_focus,48.68,0.762,4.01
status,visual,visual_balance,83.12,0.1703,4.01
status,visual,text_image_ratio,37.2,1.0,4.01
status,visual,reading_flow,91.31,"{""backtracks"": 0, ""path_norm"": 0.4828}",4.01
status,visual,hierarchy,97.75,0.3512,4.01
warn,consistency,alignment,68.18,0.6818,1.56
warn,consistency,typography_rhythm,82.26,2,1.56
warn,consistency,component_size,25.67,0.68,1.56
warn,consistency,corner_radius_consistency,36.79,"{""radii"": [1.88, 8.87, 8.96, 5.62, 9.48], ""unique_radius_count"": 4}",1.56
warn,consistency,padding_consistency,21.86,0.543,1.56
warn,consistency,grid,75.0,0.75,1.56
warn,consistency,style_simplicity,88.25,5,1.56
warn,information,coverage,100.0,1.0,1.56
warn,information,truncation,100.0,0.0,1.56
warn,information,duplicate,100.0,0.0,1.56
warn,layout,whitespace,100.0,0.4868,1.56
warn,layout,margin_consistency,22.37,0.7488,1.56
warn,layout,spacing_rhythm,51.51,0.3685,1.56
warn,layout,density,100.0,0.5132,1.56
warn,layout,overlap,98.74,0.0126,1.56
warn,layout,overflow,100.0,0.0,1.56
warn,visual,color_harmony,61.31,"{""avg_lab_distance"": 122.11, ""color_count"": 5}",1.56
warn,visual,contrast,99.21,8.333,1.56
warn,visual,visual_focus,80.88,0.2806,1.56
warn,visual,visual_balance,98.65,0.0462,1.56
warn,visual,text_image_ratio,77.45,0.3213,1.56
warn,visual,reading_flow,74.11,"{""backtracks"": 0, ""path_norm"": 1.4382}",1.56
warn,visual,hierarchy,85.09,0.1636,1.56
weather,consistency,alignment,61.54,0.6154,0.08
weather,consistency,typography_rhythm,100.0,3,0.08
weather,consistency,corner_radius_consistency,13.53,"{""radii"": [3.47, 6.74, 6.35, 5.3, 13.28, 15.41, 8.15, 9.07], ""unique_radius_count"": 6}",0.08
weather,consistency,padding_consistency,16.25,0.649,0.08
weather,consistency,icon_size_consistency,15.81,0.5271,0.08
weather,consistency,grid,78.85,0.7885,0.08
weather,consistency,style_simplicity,60.65,6,0.08
weather,information,coverage,80.0,0.8,0.08
weather,information,truncation,80.0,0.2,0.08
weather,information,duplicate,100.0,0.0,0.08
weather,layout,whitespace,100.0,0.3597,0.08
weather,layout,margin_consistency,16.0,0.9164,0.08
weather,layout,spacing_rhythm,32.91,0.6174,0.08
weather,layout,density,100.0,0.6403,0.08
weather,layout,overlap,97.08,0.0292,0.08
weather,layout,overflow,100.0,0.0,0.08
weather,visual,color_harmony,84.49,"{""avg_lab_distance"": 71.46, ""color_count"": 6}",0.08
weather,visual,contrast,23.83,2.338,0.08
weather,visual,visual_focus,95.21,0.3685,0.08
weather,visual,visual_balance,95.94,0.0806,0.08
weather,visual,text_image_ratio,67.97,0.2688,0.08
weather,visual,reading_flow,88.73,"{""backtracks"": 0, ""path_norm"": 0.6261}",0.08
weather,visual,hierarchy,78.92,0.1349,0.08
